iter	MultiClass
683	0.3839089763
684	0.382540013
685	0.3810757834
686	0.3801821145
687	0.3797990734
688	0.3784759401
689	0.3778240183
690	0.3764737512
691	0.3760511087
692	0.3754411998
693	0.3739362125
694	0.3727735304
695	0.3717418026
696	0.3708262405
697	0.3696819018
698	0.3688618919
699	0.3680895749
700	0.3670318795
701	0.3661524879
702	0.3648273807
703	0.3634875927
704	0.3621940677
705	0.3614657294
706	0.3601032959
707	0.3588508332
708	0.3582238144
709	0.3572921452
710	0.3560347769
711	0.355153367
712	0.353914447
713	0.3525383498
714	0.3514099769
715	0.3507723704
716	0.3499629254
717	0.3485438013
718	0.3477229465
719	0.3469010158
720	0.3456106573
721	0.3446992966
722	0.3444049901
723	0.3439399661
724	0.343284564
725	0.3423946303
726	0.3418660913
727	0.3410927967
728	0.3399750646
729	0.33950923
730	0.3388790489
731	0.3377303679
732	0.3373137938
733	0.3364133198
734	0.3356876907
735	0.3348229688
736	0.334276067
737	0.3336390577
738	0.3330222726
739	0.3325344802
740	0.3319460432
741	0.3315409523
742	0.3308726254
743	0.3299955175
744	0.3291948284
745	0.3284999698
746	0.3277144274
747	0.326937369
748	0.3262003016
749	0.3254517176
750	0.3245057719
751	0.3242302918
752	0.3234418693
753	0.3224880196
754	0.3220560536
755	0.3215456146
756	0.3211477896
757	0.3202435539
758	0.3193818736
759	0.3186188062
760	0.317477235
761	0.3161483203
762	0.3150595891
763	0.3147167593
764	0.3140945499
765	0.3134029621
766	0.3129086239
767	0.3123265443
768	0.3113230888
769	0.3109702314
770	0.3101959245
771	0.3094751927
772	0.3089462625
773	0.3084267885
774	0.3076261541
775	0.3066260755
776	0.3060496016
777	0.3057150095
778	0.3045089796
779	0.3036593799
780	0.3026969343
781	0.3020891719
782	0.3013987648
783	0.3002927574
784	0.2998653816
785	0.299422486
786	0.2985511194
787	0.2978142513
788	0.2972837782
789	0.2965782482
790	0.2956211252
791	0.2950882754
792	0.2945966222
793	0.2938092044
794	0.2934154525
795	0.2923968385
796	0.2921799328
797	0.2915088476
798	0.2908264925
799	0.2902422396
800	0.289451678
801	0.2887784677
802	0.2881366855
803	0.2872516898
804	0.286825912
805	0.2864386438
806	0.2854731918
807	0.2848667562
808	0.2842737859
809	0.2840480347
810	0.2832507739
811	0.2828534131
812	0.2821408164
813	0.281494159
814	0.281038375
815	0.2801465023
816	0.2797090256
817	0.2789293339
818	0.2784054821
819	0.277815373
820	0.2775030423
821	0.2769042394
822	0.2761861475
823	0.2756243579
824	0.2749621886
825	0.2743434855
826	0.273638301
827	0.2729412091
828	0.272528901
829	0.2722516857
830	0.2720977394
831	0.271564058
832	0.2708118202
833	0.2706449207
834	0.2699396485
835	0.2695243237
836	0.2687423621
837	0.2684950104
838	0.2678707811
839	0.2672655318
840	0.2668404426
841	0.266334154
842	0.266002701
843	0.2656476714
844	0.2649234556
845	0.2643496837
846	0.2637888361
847	0.2631709784
848	0.2628187275
849	0.262179806
850	0.261771438
851	0.2609442864
852	0.2604992878
853	0.2601465583
854	0.2594194321
855	0.2586865447
856	0.2580600277
857	0.2578520916
858	0.2572116582
859	0.2569652119
860	0.256433109
861	0.2560117685
862	0.2554620951
863	0.2547638961
864	0.2540924939
865	0.2536554391
866	0.2532211398
867	0.2530121651
868	0.2527131052
869	0.2522194809
870	0.2515047233
871	0.2508554471
872	0.2505785107
873	0.2504513113
874	0.2501389247
875	0.2496622081
876	0.2494028677
877	0.2492313901
878	0.2487824571
879	0.2487107594
880	0.24814726
881	0.2476997786
882	0.2474964444
883	0.246874017
884	0.2465348428
885	0.2460310157
886	0.2455986573
887	0.2450112916
888	0.2447982026
889	0.2444704318
890	0.2439102624
891	0.2433454315
892	0.2426254821
893	0.2424128728
894	0.2419276553
895	0.241673527
896	0.2414188682
897	0.2410258414
898	0.2407866916
899	0.2402360265
900	0.2396325137
901	0.2392287025
902	0.2390230338
903	0.2386959784
904	0.2384742439
905	0.2378445557
906	0.2372937134
907	0.2370352979
908	0.2365249689
909	0.2358996514
910	0.2355766205
911	0.2351594684
912	0.23494858
913	0.2344367919
914	0.233894898
915	0.2334480696
916	0.2330246425
917	0.2325685023
918	0.2321272449
919	0.2314817087
920	0.2309221615
921	0.2308102767
922	0.2305322412
923	0.2298379107
924	0.229335583
925	0.2288954097
926	0.2284320606
927	0.2283641315
928	0.2278960941
929	0.227435561
930	0.2270030853
931	0.226428067
932	0.2259641668
933	0.2258517591
934	0.225194563
935	0.2247854545
936	0.2243800383
937	0.2237810678
938	0.2235730758
939	0.2232929163
940	0.2228362906
941	0.2226841058
942	0.2221194799
943	0.2216456928
944	0.2211671308
945	0.2207684759
946	0.2204217011
947	0.2198496501
948	0.2194643455
949	0.2190849293
950	0.2186138679
951	0.21823809
952	0.2180889387
953	0.2179851618
954	0.2175081111
955	0.2171286951
956	0.2168268059
957	0.2165491938
958	0.21610109
959	0.2159511521
960	0.2156291498
961	0.2150064134
962	0.2144944735
963	0.2141939874
964	0.2137783023
965	0.2134017943
966	0.2132032836
967	0.2126837939
968	0.2122250808
969	0.2118333598
970	0.2113260279
971	0.2110007051
972	0.2106345306
973	0.2101661755
974	0.2100613058
975	0.2097803798
976	0.2093339163
977	0.2092558739
978	0.2090392718
979	0.2087902325
980	0.2085734654
981	0.2083057066
982	0.2078812957
983	0.2076746567
984	0.2073505909
985	0.2070483285
986	0.2067774582
987	0.2064641348
988	0.2063235608
989	0.2059486209
990	0.2055275433
991	0.2051651036
992	0.204784574
993	0.2044683675
994	0.2041322898
995	0.2039084934
996	0.2034386954
997	0.2032134183
998	0.2028835044
999	0.2025778619
